acid,epoxide,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,temperature12,temperature13,temperature14,temperature15,temperature16,temperature17,temperature18,temperature19,temperature20,temperature21,temperature22,temperature23,temperature24,temperature25,temperature26,temperature27,temperature28,temperature29,temperature30,temperature31,temperature32,temperature33,temperature34,temperature35,temperature36,temperature37,temperature38,temperature39,temperature40,temperature41,temperature42,temperature43,temperature44,temperature45,temperature46,temperature47,temperature48,temperature49,temperature50,temperature51,temperature52,temperature53,temperature54,temperature55,temperature56,temperature57,temperature58,temperature59,temperature60,temperature61,temperature62,temperature63,temperature64,temperature65,temperature66,temperature67,temperature68,temperature69,temperature70,temperature71,density1,density2,density3,density4,density5,density6,density7,density8,density9,density10,density11,density12,density13,density14,density15,density16,density17,density18,density19,density20,density21,density22,density23,density24,density25,density26,density27,density28,density29,density30,density31,density32,density33,density34,density35,density36,density37,density38,density39,density40,density41,density42,density43,density44,density45,density46,density47,density48,density49,density50,density51,density52,density53,density54,density55,density56,density57,density58,density59,density60,density61,density62,density63,density64,density65,density66,density67,density68,density69,density70,density71
COc1ccccc1N(CCO)CC(=O)N(CCC(=O)O)CCC(=O)O,COc1cccc(CN(C)C(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)c1,800.4400,790.3860,779.7970,770.0960,759.0290,750.2530,740.6330,729.3110,719.5860,710.3640,699.7070,689.7200,680.5240,669.4200,660.4170,649.6240,638.5440,629.8290,619.7920,610.0090,600.4510,589.5040,579.8500,571.3240,560.7390,550.3290,540.5270,529.9810,520.1150,509.4840,499.6280,490.4630,480.0350,469.1890,460.6760,449.9440,440.1500,430.0060,419.8540,410.5500,400.3530,389.6450,380.3040,370.3480,360.0920,349.8500,339.6590,330.6360,319.9250,309.5580,300.0050,290.7940,280.0290,269.8140,260.0370,250.0180,240.0120,229.9030,219.9810,209.9890,200.0190,189.9720,180.1960,169.8180,160.0550,149.8610,140.2680,130.0710,120.0770,109.9300,99.9808,0.9657,0.9642,0.9663,0.9764,0.9733,0.9763,1.0012,1.0075,0.9917,1.0001,1.0079,1.0225,1.0333,1.0282,1.0376,1.0434,1.0563,1.0535,1.0505,1.0703,1.0731,1.0683,1.0755,1.0775,1.0870,1.0991,1.1023,1.1016,1.1054,1.1061,1.1167,1.1157,1.1185,1.1302,1.1322,1.1372,1.1462,1.1478,1.1526,1.1607,1.1661,1.1692,1.1731,1.1746,1.1763,1.1810,1.1779,1.1784,1.1861,1.1906,1.1928,1.1960,1.1962,1.1980,1.2037,1.2055,1.2093,1.2137,1.2148,1.2182,1.2190,1.2216,1.2247,1.2271,1.2289,1.2319,1.2337,1.2363,1.2379,1.2401,1.2413
COc1ccccc1N(CCO)CC(=O)N(CCC(=O)O)CCC(=O)O,COc1cccc(CN(C)C(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)c1,801.8850,788.5240,780.9190,769.2290,760.1660,750.2010,740.2360,730.1010,719.2490,709.6700,700.1640,691.4290,679.6580,670.8030,660.2270,649.9810,639.3770,630.2680,620.3210,610.4880,600.2080,590.1340,579.5520,570.8150,559.3040,550.1630,539.8260,529.7750,519.2560,510.7750,499.5030,489.4370,479.4950,469.5990,460.4720,450.2240,440.3000,429.4520,419.7820,409.8660,399.9840,390.4590,379.9460,370.3180,360.0940,349.5280,339.6010,329.7000,319.9180,310.0040,299.7190,290.1240,280.0030,270.1680,260.0510,249.6990,240.0930,229.9000,219.9790,210.0080,199.8810,189.7610,179.9970,169.9390,160.0400,150.3440,140.0840,129.9410,120.0160,110.1460,100.2480,0.9673,0.9689,0.9733,0.9800,0.9772,0.9784,0.9955,0.9983,1.0112,1.0129,1.0095,1.0144,1.0217,1.0320,1.0190,1.0361,1.0416,1.0617,1.0558,1.0557,1.0570,1.0680,1.0704,1.0862,1.0884,1.0863,1.1043,1.1025,1.1056,1.1142,1.1141,1.1197,1.1237,1.1245,1.1328,1.1322,1.1402,1.1443,1.1525,1.1565,1.1629,1.1708,1.1679,1.1723,1.1758,1.1784,1.1815,1.1858,1.1930,1.1952,1.1979,1.1974,1.2014,1.2029,1.2037,1.2066,1.2108,1.2147,1.2180,1.2201,1.2220,1.2246,1.2276,1.2306,1.2327,1.2357,1.2371,1.2385,1.2413,1.2429,1.2454
COc1ccccc1N(CCO)CC(=O)N(CCC(=O)O)CCC(=O)O,COc1cccc(CN(C)C(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)c1,799.8980,792.1350,779.4090,770.0250,759.1640,749.5830,741.1300,729.8240,719.5880,710.1260,698.6810,690.6910,680.4540,669.3700,658.3910,651.0960,639.1870,630.3130,619.6100,610.3520,599.7670,590.0170,580.8810,569.8100,560.0970,549.7070,539.6690,530.0650,519.6670,510.0660,500.0970,489.6540,478.8900,470.2400,459.7800,450.3490,440.2670,429.9880,420.3490,409.3080,400.0760,390.1680,379.9500,370.1440,360.2960,349.6790,339.6590,330.5410,320.0020,310.0130,299.8870,289.8900,279.7710,270.5140,259.6960,250.1670,240.2010,230.0580,219.9430,209.9040,200.0980,189.7830,179.9320,169.8570,160.1530,149.9910,140.0450,130.0540,120.0410,109.9690,99.9506,0.9667,0.9658,0.9745,0.9808,0.9803,0.9906,0.9964,1.0114,1.0121,1.0215,1.0182,1.0128,1.0266,1.0268,1.0274,1.0331,1.0564,1.0475,1.0618,1.0662,1.0620,1.0785,1.0760,1.0829,1.0835,1.0947,1.1059,1.1052,1.1076,1.1064,1.1172,1.1180,1.1320,1.1354,1.1368,1.1409,1.1417,1.1449,1.1505,1.1531,1.1621,1.1673,1.1657,1.1704,1.1754,1.1789,1.1760,1.1853,1.1864,1.1906,1.1960,1.1992,1.2001,1.2019,1.2048,1.2068,1.2077,1.2113,1.2132,1.2144,1.2174,1.2212,1.2235,1.2252,1.2299,1.2301,1.2346,1.2351,1.2378,1.2401,1.2421
COc1ccccc1N(CCO)CC(=O)N(CCC(=O)O)CCC(=O)O,COc1cccc(CN(C)C(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)c1,799.3030,789.5840,778.1520,771.0010,759.0480,751.0500,740.9950,731.0190,719.6340,709.6210,698.8920,690.8780,680.7790,670.3510,660.2140,650.9410,639.1990,630.5790,620.0430,609.8850,600.6630,590.1860,579.6770,570.8020,559.2240,549.7540,540.3320,529.9070,520.1770,509.6390,499.8340,489.8580,479.7790,469.7120,459.7930,449.9000,440.5640,430.2640,420.1080,410.4010,399.5080,390.8310,380.2710,369.8500,360.4870,349.5430,340.1980,329.7940,320.2610,309.7390,299.5340,289.9490,280.0920,270.2920,260.3990,250.2730,240.1800,230.0310,220.2340,209.8680,199.9410,190.3580,179.8950,169.8970,159.6950,150.0850,140.0360,130.0430,119.8960,109.9820,100.0260,0.9704,0.9745,0.9752,0.9794,0.9871,0.9971,0.9893,0.9947,0.9973,1.0071,1.0230,1.0202,1.0295,1.0295,1.0272,1.0455,1.0414,1.0489,1.0601,1.0622,1.0659,1.0813,1.0815,1.0796,1.0886,1.0967,1.1076,1.1024,1.1003,1.1085,1.1120,1.1124,1.1211,1.1247,1.1364,1.1367,1.1457,1.1498,1.1555,1.1579,1.1558,1.1583,1.1655,1.1643,1.1674,1.1730,1.1752,1.1807,1.1836,1.1843,1.1899,1.1899,1.1931,1.1945,1.1991,1.2062,1.2066,1.2095,1.2124,1.2146,1.2178,1.2200,1.2228,1.2245,1.2278,1.2310,1.2327,1.2351,1.2373,1.2388,1.2410
O=C(O)CCN1CCCN(C(=O)CC2(CC(=O)O)CCCCC2)CC1,Cc1cc(OCC2CO2)ccc1NC(=O)c1ccccc1OCC1CO1,800.2140,789.5670,780.9910,770.0490,759.3780,749.2840,740.2210,729.5470,720.1530,709.5260,701.1000,690.2420,679.7620,668.3880,661.6690,650.0650,639.6630,631.2560,620.2420,609.9120,599.9530,589.6120,580.5150,569.7120,560.4550,550.6460,540.1900,529.9090,520.9070,509.4200,500.4190,489.8560,480.8090,469.6830,459.7350,449.0560,440.6370,429.9460,419.9150,409.8250,400.2860,390.1900,379.8340,369.6580,359.4880,350.4380,339.8380,329.9030,320.1150,310.3860,300.3580,290.3750,279.9640,269.7400,260.2630,250.0860,239.8450,229.8200,219.8170,209.8540,200.0810,189.9830,180.1760,169.7340,159.8820,150.1590,139.9330,130.0300,120.1420,109.8960,99.9744,0.9588,0.9674,0.9603,0.9736,0.9794,0.9750,0.9757,0.9907,0.9953,0.9943,1.0150,1.0086,1.0164,1.0253,1.0156,1.0217,1.0402,1.0388,1.0441,1.0374,1.0445,1.0571,1.0599,1.0736,1.0801,1.0869,1.0916,1.0912,1.0930,1.0993,1.0981,1.1017,1.1031,1.1133,1.1143,1.1164,1.1183,1.1206,1.1265,1.1261,1.1241,1.1289,1.1342,1.1329,1.1358,1.1381,1.1442,1.1488,1.1496,1.1503,1.1522,1.1531,1.1564,1.1612,1.1631,1.1672,1.1693,1.1703,1.1721,1.1744,1.1776,1.1794,1.1810,1.1824,1.1848,1.1867,1.1886,1.1903,1.1928,1.1953,1.1971
O=C(O)CCN1CCCN(C(=O)CC2(CC(=O)O)CCCCC2)CC1,Cc1cc(OCC2CO2)ccc1NC(=O)c1ccccc1OCC1CO1,799.9610,790.2060,778.9830,770.3250,759.0220,750.9330,740.1720,729.9850,720.6080,709.6560,700.0580,690.4850,679.1760,670.0800,659.4850,650.1060,639.5570,630.2360,620.1490,610.5240,600.9120,589.6130,579.7090,569.7470,559.6360,549.6640,539.8380,529.9970,520.6530,510.6730,500.1040,490.2900,480.6910,470.3910,460.1400,450.3530,440.0270,430.9730,419.7070,409.4620,399.4620,390.8210,379.6920,370.5010,359.7960,349.9340,340.4300,330.0720,319.8540,310.0530,299.9560,290.0550,280.2790,270.2630,259.9290,249.6640,240.4490,229.7830,220.0280,209.7800,199.9800,190.1470,179.9380,169.9870,159.8360,150.0560,139.9680,129.9860,120.1410,110.0450,100.1110,0.9617,0.9514,0.9738,0.9711,0.9776,0.9794,0.9923,0.9851,0.9995,0.9981,1.0029,1.0090,1.0206,1.0200,1.0220,1.0252,1.0376,1.0370,1.0372,1.0450,1.0565,1.0563,1.0616,1.0704,1.0837,1.0798,1.0806,1.0871,1.0935,1.0906,1.0921,1.1056,1.1108,1.1106,1.1238,1.1217,1.1254,1.1274,1.1316,1.1361,1.1337,1.1358,1.1386,1.1435,1.1464,1.1475,1.1530,1.1544,1.1567,1.1580,1.1607,1.1620,1.1647,1.1648,1.1677,1.1693,1.1702,1.1724,1.1752,1.1754,1.1778,1.1790,1.1809,1.1818,1.1847,1.1866,1.1886,1.1910,1.1936,1.1954,1.1961
O=C(O)CCN1CCCN(C(=O)CC2(CC(=O)O)CCCCC2)CC1,Cc1cc(OCC2CO2)ccc1NC(=O)c1ccccc1OCC1CO1,801.7770,790.4690,780.6470,771.9710,759.8270,750.2810,739.7120,728.7160,720.5390,709.6740,699.5460,690.5660,679.9950,669.1320,658.5950,650.0260,639.9070,630.1920,620.0440,610.6590,599.6560,590.1570,579.8310,569.5750,560.6380,550.0870,539.5820,529.9070,520.0940,509.9310,500.1910,490.2820,479.5660,470.5300,460.3600,450.2540,439.9180,429.0880,419.7780,409.7450,399.6350,390.1190,379.9670,369.6950,359.9410,349.4290,340.2270,329.7930,320.0180,310.1710,300.1510,290.1550,279.9890,269.8500,259.7300,249.8110,240.3290,229.7900,220.1700,209.7920,200.0800,189.6770,180.1940,169.9980,159.9040,150.2950,140.0790,129.9820,120.1700,110.1100,100.1460,0.9399,0.9610,0.9673,0.9669,0.9638,0.9708,0.9824,0.9933,0.9902,1.0045,1.0092,1.0045,1.0185,1.0168,1.0256,1.0323,1.0391,1.0376,1.0383,1.0491,1.0496,1.0585,1.0517,1.0650,1.0715,1.0695,1.0824,1.0860,1.0936,1.0945,1.0928,1.1008,1.1016,1.1150,1.1139,1.1261,1.1263,1.1287,1.1409,1.1412,1.1422,1.1435,1.1494,1.1531,1.1548,1.1592,1.1604,1.1613,1.1626,1.1621,1.1697,1.1736,1.1743,1.1742,1.1777,1.1790,1.1808,1.1856,1.1873,1.1894,1.1914,1.1952,1.1985,1.2003,1.2017,1.2021,1.2043,1.2059,1.2080,1.2109,1.2124
O=C(O)CCN1CCCN(C(=O)CC2(CC(=O)O)CCCCC2)CC1,Cc1cc(OCC2CO2)ccc1NC(=O)c1ccccc1OCC1CO1,800.3650,790.4210,779.6480,770.3190,760.3740,750.7680,741.5200,730.4280,720.5720,710.4960,700.0390,690.2480,680.5900,670.1110,659.9190,649.8720,640.7710,629.0580,620.2470,610.2970,599.6270,589.7750,579.8800,570.0190,558.8940,549.4880,538.9400,529.8330,519.9390,509.8970,500.6280,490.1160,480.6220,470.4070,459.1850,449.9940,440.2210,430.2460,420.5260,409.8280,400.3030,390.2230,380.0600,370.4590,360.0610,349.7030,340.1620,330.1760,320.0700,309.5610,299.6040,290.2510,279.6660,269.9010,259.5240,249.9360,239.8070,229.9280,219.8980,210.2610,199.8680,190.1080,180.0610,169.8980,160.1720,149.9490,139.9550,129.9430,120.0050,109.9690,99.9747,0.9519,0.9547,0.9642,0.9617,0.9671,0.9722,0.9847,0.9923,1.0090,1.0092,0.9993,1.0154,1.0155,1.0323,1.0263,1.0203,1.0280,1.0381,1.0498,1.0545,1.0583,1.0635,1.0657,1.0735,1.0781,1.0939,1.0898,1.0862,1.0915,1.0988,1.1030,1.1011,1.1107,1.1154,1.1155,1.1229,1.1245,1.1213,1.1279,1.1341,1.1369,1.1367,1.1414,1.1431,1.1508,1.1557,1.1550,1.1580,1.1618,1.1624,1.1642,1.1657,1.1710,1.1739,1.1748,1.1765,1.1792,1.1831,1.1839,1.1834,1.1850,1.1879,1.1892,1.1920,1.1939,1.1958,1.1981,1.2004,1.2023,1.2024,1.2044
O=C(O)CCN1CCCN(C(=O)CC2(CC(=O)O)CCCCC2)CC1,Cc1cc(OCC2CO2)ccc1NC(=O)c1ccccc1OCC1CO1,800.7820,791.3820,780.9260,769.6670,760.0090,750.1280,738.2190,729.1790,720.1610,710.6130,700.4620,689.9200,680.6870,670.0240,659.8730,650.1460,639.1390,630.9160,619.6170,610.7330,599.6960,590.2880,580.3650,569.2140,560.1930,548.4410,539.8100,530.7650,519.9850,510.1210,500.2330,490.3480,480.2550,470.6060,460.1850,450.4610,440.3540,430.0850,419.9340,410.1510,400.1880,390.2070,379.6110,370.4930,359.8740,349.8660,340.3810,329.9390,320.1600,310.5190,300.0280,290.2300,279.7690,270.3250,259.6700,250.2500,239.9390,229.7950,220.0630,210.0070,200.0510,189.6530,179.7780,169.9910,160.1370,150.1110,140.0840,130.0780,119.9190,110.0390,99.9483,0.9501,0.9571,0.9652,0.9720,0.9784,0.9875,0.9788,0.9879,0.9949,1.0016,1.0038,1.0089,1.0139,1.0244,1.0298,1.0304,1.0284,1.0374,1.0390,1.0468,1.0571,1.0580,1.0706,1.0801,1.0824,1.0793,1.0867,1.0845,1.0916,1.1004,1.1033,1.1137,1.1127,1.1174,1.1229,1.1259,1.1280,1.1267,1.1284,1.1331,1.1379,1.1404,1.1390,1.1433,1.1454,1.1481,1.1521,1.1573,1.1535,1.1588,1.1612,1.1640,1.1678,1.1685,1.1726,1.1775,1.1796,1.1817,1.1823,1.1843,1.1861,1.1873,1.1897,1.1936,1.1947,1.1959,1.1990,1.2008,1.2026,1.2050,1.2063
Nc1c(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cnn1Cc1ccccc1,Cc1ccc(C(=O)NCCC(=O)NCCCc2ccc(OCC3CO3)cc2)c(OCC2CO2)c1,800.1130,790.2500,779.9310,771.1200,759.7010,748.7650,739.3320,730.9160,720.6070,709.4040,700.0700,690.3600,680.0150,669.2490,659.6310,650.1820,640.1750,629.6550,619.2870,609.6230,600.6900,590.2170,580.4150,570.2680,559.5870,549.2210,539.9490,529.4240,519.3820,510.3260,500.1790,490.9060,480.3210,470.0340,460.3070,449.6860,438.8430,430.4220,419.7480,410.6290,399.6770,390.1560,380.0160,370.8800,359.7060,349.9840,340.4950,330.6060,320.6320,309.7220,300.0050,289.5670,280.2590,269.8500,260.1430,249.7150,239.8560,229.6940,219.5850,209.9030,199.9420,190.0480,179.8230,170.1790,159.8950,149.6820,140.0780,129.9650,119.8560,110.0160,99.9445,0.9739,0.9797,0.9862,0.9884,1.0063,1.0032,1.0018,1.0124,1.0148,1.0193,1.0354,1.0354,1.0399,1.0556,1.0509,1.0637,1.0523,1.0657,1.0773,1.0816,1.0870,1.0859,1.0920,1.0969,1.1087,1.1093,1.1170,1.1248,1.1225,1.1264,1.1371,1.1329,1.1364,1.1432,1.1499,1.1577,1.1618,1.1656,1.1690,1.1726,1.1765,1.1794,1.1873,1.1847,1.1915,1.1943,1.1983,1.1984,1.1997,1.2008,1.2024,1.2084,1.2105,1.2130,1.2166,1.2173,1.2212,1.2232,1.2259,1.2271,1.2287,1.2312,1.2326,1.2347,1.2367,1.2382,1.2409,1.2430,1.2451,1.2471,1.2491
Nc1c(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cnn1Cc1ccccc1,Cc1ccc(C(=O)NCCC(=O)NCCCc2ccc(OCC3CO3)cc2)c(OCC2CO2)c1,800.0580,789.7390,780.4630,771.0330,760.7190,750.5260,741.5670,730.7380,720.0290,709.7350,699.1660,689.6210,680.5070,670.8040,659.5930,649.1640,640.1110,630.5700,620.0390,609.8850,599.7890,589.4670,580.9210,570.6090,559.8850,550.1120,539.3900,530.0770,520.2130,509.2660,499.7720,489.7330,479.6870,469.8590,459.4950,450.0850,440.4700,430.5410,420.0700,410.5930,399.4160,389.7700,381.0270,369.6340,360.1850,349.9510,339.7970,329.7480,320.0880,309.6380,299.4310,289.9640,279.8060,270.5570,259.8910,249.8620,240.0790,230.0110,220.2140,210.0370,200.2510,190.0170,180.0990,170.1420,160.0280,149.8120,139.9510,130.0590,120.1180,109.7800,99.9712,0.9822,0.9784,0.9915,0.9975,1.0086,1.0142,1.0080,1.0164,1.0193,1.0249,1.0360,1.0419,1.0438,1.0490,1.0529,1.0668,1.0749,1.0768,1.0822,1.0910,1.0962,1.0915,1.1015,1.1038,1.1144,1.1209,1.1322,1.1383,1.1367,1.1414,1.1480,1.1496,1.1480,1.1571,1.1543,1.1606,1.1699,1.1740,1.1825,1.1817,1.1860,1.1924,1.1954,1.1934,1.1941,1.1989,1.1995,1.2048,1.2077,1.2056,1.2104,1.2109,1.2124,1.2163,1.2188,1.2207,1.2221,1.2274,1.2286,1.2306,1.2323,1.2363,1.2368,1.2409,1.2435,1.2464,1.2482,1.2511,1.2524,1.2547,1.2564
Nc1c(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cnn1Cc1ccccc1,Cc1ccc(C(=O)NCCC(=O)NCCCc2ccc(OCC3CO3)cc2)c(OCC2CO2)c1,799.9870,789.2830,779.5640,770.5250,760.3380,750.0920,740.2570,728.9280,719.0450,709.7660,700.7690,690.1040,679.1130,669.9440,659.5380,650.0280,639.5400,629.6600,620.8730,610.3960,601.0080,589.6120,581.0440,569.5900,560.3350,548.9850,540.9270,530.6940,519.3670,510.4990,500.0010,490.0350,479.7650,469.6030,459.1850,449.6060,440.3940,430.1090,420.2210,409.6550,399.4950,390.1710,380.3370,370.3600,359.8280,349.9000,339.8310,330.1750,320.4380,310.0600,299.9060,290.2180,279.5730,270.1480,260.1890,249.9530,240.0170,229.7440,220.0700,210.1920,199.9970,190.2870,179.8280,170.0220,160.0880,150.0780,140.0870,129.8430,119.8950,110.1100,99.8768,0.9822,0.9841,0.9950,0.9968,1.0042,1.0008,1.0137,1.0216,1.0256,1.0304,1.0311,1.0345,1.0353,1.0479,1.0585,1.0614,1.0565,1.0601,1.0729,1.0765,1.0869,1.0979,1.0949,1.1040,1.1089,1.1074,1.1123,1.1202,1.1286,1.1332,1.1302,1.1397,1.1519,1.1504,1.1580,1.1572,1.1613,1.1674,1.1758,1.1751,1.1813,1.1836,1.1896,1.1913,1.1968,1.1963,1.2020,1.2055,1.2106,1.2142,1.2162,1.2184,1.2176,1.2225,1.2272,1.2282,1.2318,1.2344,1.2363,1.2396,1.2408,1.2423,1.2444,1.2474,1.2502,1.2526,1.2546,1.2569,1.2597,1.2610,1.2640
Nc1c(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cnn1Cc1ccccc1,Cc1ccc(C(=O)NCCC(=O)NCCCc2ccc(OCC3CO3)cc2)c(OCC2CO2)c1,800.6970,790.7730,779.0310,771.1460,760.8900,749.7320,738.9540,729.5370,719.0510,710.9990,700.7000,690.7760,681.1390,670.6490,660.1910,649.7280,639.6340,629.2750,620.6080,609.8780,599.2890,590.2330,579.9340,571.1620,559.9520,550.1180,540.5970,529.2930,520.2660,509.9050,499.9300,490.2820,480.4360,469.9680,460.0790,450.0830,439.7330,429.7420,419.8520,409.9740,400.3540,389.8310,379.6050,370.3650,360.7220,350.3790,340.0920,329.5100,320.1510,309.8760,300.0790,290.2610,279.5190,270.0440,259.9020,249.7570,240.0910,229.8000,219.8320,209.9690,199.9740,190.1240,180.2470,170.0160,159.9430,150.1990,139.7510,129.9620,119.9480,110.0520,99.9702,0.9792,0.9899,0.9910,1.0022,0.9998,1.0161,1.0117,1.0195,1.0128,1.0215,1.0278,1.0380,1.0391,1.0537,1.0453,1.0688,1.0636,1.0642,1.0706,1.0809,1.0876,1.0962,1.0908,1.0962,1.0985,1.1004,1.1170,1.1180,1.1259,1.1266,1.1365,1.1445,1.1487,1.1504,1.1539,1.1641,1.1697,1.1703,1.1753,1.1843,1.1850,1.1881,1.1961,1.1956,1.1933,1.1994,1.2032,1.2064,1.2121,1.2153,1.2181,1.2175,1.2196,1.2227,1.2249,1.2287,1.2325,1.2349,1.2350,1.2373,1.2396,1.2419,1.2430,1.2458,1.2484,1.2494,1.2509,1.2539,1.2551,1.2569,1.2593
Nc1c(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)cnn1Cc1ccccc1,Cc1ccc(C(=O)NCCC(=O)NCCCc2ccc(OCC3CO3)cc2)c(OCC2CO2)c1,798.7030,790.6890,780.5080,770.1700,760.5250,750.1580,740.2310,729.8820,720.5280,710.0130,700.6800,690.5480,679.9320,669.9870,660.8770,651.4260,639.4640,629.7860,620.2850,609.3020,600.2290,589.9900,580.4350,569.9210,559.4700,550.4630,540.5480,530.4930,519.4260,510.4150,499.8650,489.9610,479.7840,470.2840,460.3040,449.9350,439.8780,429.8180,420.1770,410.5150,400.1490,389.8200,379.9730,371.1280,360.3630,350.1810,339.9540,330.5020,319.9310,309.8460,299.9950,289.9400,280.1240,270.4300,259.5880,250.4550,239.6740,230.2120,220.1290,209.7510,200.2260,190.1930,179.8890,170.3370,159.7030,150.1140,139.8080,129.9280,119.8510,109.9860,99.9923,0.9717,0.9807,0.9843,0.9895,0.9902,1.0102,1.0118,1.0134,1.0227,1.0332,1.0280,1.0336,1.0480,1.0391,1.0579,1.0545,1.0604,1.0741,1.0749,1.0840,1.0897,1.0836,1.0910,1.1050,1.1016,1.1057,1.1149,1.1180,1.1316,1.1408,1.1382,1.1432,1.1420,1.1427,1.1503,1.1605,1.1678,1.1625,1.1733,1.1752,1.1752,1.1823,1.1854,1.1859,1.1893,1.1941,1.1968,1.2047,1.2072,1.2102,1.2135,1.2149,1.2199,1.2221,1.2217,1.2236,1.2284,1.2298,1.2319,1.2349,1.2387,1.2418,1.2443,1.2460,1.2469,1.2508,1.2531,1.2541,1.2557,1.2575,1.2599
Cc1cc(CNC(=O)C(CCC(=O)O)CCC(=O)O)on1,C(CCN1CCN(CCCCC2CO2)CC1)CC1CO1,801.8720,788.2960,778.7870,770.0940,758.6400,748.9980,738.9680,730.0440,720.6770,709.5700,699.4560,689.6480,680.2960,670.0060,659.7480,650.6360,640.2130,629.7280,620.1440,610.3360,600.3590,589.6920,579.7730,569.6980,559.7560,548.9680,540.4400,530.7050,519.8870,510.0940,500.1860,490.6230,479.8830,468.9630,460.4520,450.4640,440.0920,429.6610,420.0760,409.0770,399.6200,389.9450,379.9510,370.3170,359.7640,349.6690,340.4160,330.4020,319.9250,309.9770,299.6560,289.8330,280.1680,270.1320,260.2930,249.8860,240.1510,229.4720,219.6230,210.3290,200.2040,190.0130,180.2270,170.1500,160.1500,150.2920,140.0150,129.9470,119.7650,109.9750,99.8577,0.8452,0.8495,0.8619,0.8584,0.8607,0.8738,0.8730,0.8878,0.8923,0.8948,0.8910,0.8980,0.9172,0.9161,0.9199,0.9299,0.9293,0.9412,0.9493,0.9486,0.9543,0.9616,0.9576,0.9678,0.9759,0.9799,0.9852,0.9941,0.9935,1.0012,1.0062,1.0125,1.0167,1.0249,1.0252,1.0427,1.0304,1.0375,1.0407,1.0464,1.0493,1.0561,1.0582,1.0654,1.0653,1.0697,1.0738,1.0711,1.0813,1.0860,1.0886,1.0950,1.0963,1.0986,1.1015,1.1041,1.1084,1.1119,1.1152,1.1158,1.1178,1.1195,1.1233,1.1247,1.1264,1.1291,1.1316,1.1336,1.1365,1.1380,1.1412
Cc1cc(CNC(=O)C(CCC(=O)O)CCC(=O)O)on1,C(CCN1CCN(CCCCC2CO2)CC1)CC1CO1,800.6220,790.1500,779.5290,769.5610,759.8730,749.4010,740.2470,731.0490,719.3990,711.4910,699.7170,690.7710,679.4620,671.5830,660.0030,650.2610,640.1300,630.0660,619.4890,609.7550,599.5840,589.5360,580.0990,569.3560,559.9170,549.6600,540.4860,530.7260,521.0090,510.0630,499.2620,490.4030,479.6980,469.8840,459.7930,449.3830,439.3660,429.6990,420.7900,409.8190,400.5090,390.4790,380.0780,370.1140,359.6640,350.1860,339.9990,329.9100,319.9190,310.0290,299.7120,289.9150,280.4900,269.8590,259.5560,250.2160,240.3200,229.8510,219.8590,209.8150,199.9730,189.8300,180.0810,169.8930,159.8910,149.8480,139.8990,130.1150,120.1230,109.8570,100.1130,0.8412,0.8458,0.8553,0.8536,0.8735,0.8778,0.8749,0.8824,0.8773,0.8853,0.8951,0.9017,0.9050,0.9162,0.9187,0.9351,0.9319,0.9336,0.9491,0.9452,0.9652,0.9541,0.9579,0.9602,0.9794,0.9814,0.9854,0.9953,0.9994,1.0086,1.0026,1.0085,1.0132,1.0176,1.0284,1.0348,1.0337,1.0470,1.0534,1.0515,1.0563,1.0697,1.0747,1.0770,1.0812,1.0856,1.0848,1.0893,1.0913,1.0943,1.0944,1.1005,1.1027,1.1099,1.1154,1.1160,1.1218,1.1228,1.1244,1.1259,1.1273,1.1314,1.1332,1.1359,1.1383,1.1408,1.1443,1.1454,1.1474,1.1496,1.1523
